experiment,env,seed,budget,model,planning_horizon,return_mean,return_se,terminal_error_mean,terminal_error_se,exploitation_gap_mean,imagined_energy_drift_mean,divergence_rate
planning_horizon,coupled_oscillator_stabilization,4,512,SG-Ham+Symp,5,-40.19368756150616,9.029265451084381,0.179336956291703,0.04688799989576676,-0.0004773409009678116,1.0271182291709164,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,SG-Ham+Symp,10,-34.400470376418305,6.282358315598321,0.16739740559630387,0.0213223780336937,0.0034409774365819303,1.6174487134004103,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,SG-Ham+Symp,20,-40.42126431667504,7.77144426057677,0.24033106915544797,0.08290109135261949,0.01541358520050847,2.8993574599980207,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,SG-Ham+Symp,30,-41.10296846557409,12.296933924816635,0.340837712694494,0.16825352869451357,0.0170492966614398,3.7185728651563204,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,DirectGraphNext,1,-31.2688345903761,5.95670916764151,0.2602669445945251,0.04879931506252559,1.5398789969811588e-06,0.33888037129874854,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,DirectGraphNext,5,-40.305195737266246,9.073222838814422,0.18170952781979807,0.04779298276354401,2.8482825886004073e-06,1.028000505138668,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,DirectGraphNext,10,-34.403322711995834,6.312669222742569,0.16850938844649513,0.022298688351413732,0.00023117637499951252,1.616063899404154,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,DirectGraphNext,20,-40.49472706334573,7.840224199893024,0.2399242990384677,0.08813036339008665,0.000736955590896334,2.897477489768183,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,DirectGraphNext,30,-41.19773518083648,12.280199086323842,0.3366268382916034,0.1687542169057116,0.003247952640055137,3.7211066533246755,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,GraphEuler,1,-31.2688345903761,5.95670916764151,0.2602669445945251,0.04879931506252559,1.531864333714772e-06,0.33888033962690534,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,GraphEuler,5,-40.305195737266246,9.073222838814422,0.18170952781979807,0.04779298276354401,2.7224219648995054e-06,1.028000368041688,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,GraphEuler,10,-34.403322711995834,6.312669222742569,0.16850938844649513,0.022298688351413732,0.00023080682499794966,1.6160636702373143,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,GraphEuler,20,-40.49472706334573,7.840224199893024,0.2399242990384677,0.08813036339008665,0.0007356729437327422,2.897477074249452,0.0
planning_horizon,coupled_oscillator_stabilization,4,512,GraphEuler,30,-41.19773518083648,12.280199086323842,0.3366268382916034,0.1687542169057116,0.003245292318849143,3.721106075805562,0.0
