experiment,env,seed,horizon,model,one_step_rmse,symplecticity_defect,rollout_rmse,max_energy_drift,final_energy_drift,divergence_rate
dynamics_rollout,harmonic_oscillator,1,1,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,1.5209792581457164e-08,1.95601125019996e-05,1.95601125019996e-05,0.0
dynamics_rollout,harmonic_oscillator,1,10,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,9.288560382966129e-08,0.0001676498199073411,0.00016520795527005087,0.0
dynamics_rollout,harmonic_oscillator,1,25,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,3.1825157304389687e-07,0.0004215433411190023,0.00038098496796156145,0.0
dynamics_rollout,harmonic_oscillator,1,50,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,5.536270588971026e-07,0.0005257806205674317,0.00020193309094060632,0.0
dynamics_rollout,harmonic_oscillator,1,100,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,1.447983028730338e-06,0.0005186434501100556,0.0003658465838577646,0.0
dynamics_rollout,harmonic_oscillator,1,250,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,2.8195279788677657e-06,0.0005260067590469275,3.0924041526147034e-05,0.0
dynamics_rollout,harmonic_oscillator,1,500,DirectGraphNext,2.3027876025686836e-08,8.244216262446649e-08,6.367654899422732e-06,0.0005235251944297509,5.71484386285076e-05,0.0
dynamics_rollout,harmonic_oscillator,1,1,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,7.429797583145732e-10,1.955409337209702e-05,1.955409337209702e-05,0.0
dynamics_rollout,harmonic_oscillator,1,10,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,4.4542941442261114e-09,0.0001674932908629871,0.00016509976664630987,0.0
dynamics_rollout,harmonic_oscillator,1,25,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,1.5350701822183443e-08,0.0004212187719022046,0.00038037209364214777,0.0
dynamics_rollout,harmonic_oscillator,1,50,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,2.692988291862617e-08,0.0005250066462917376,0.0002009306923233439,0.0
dynamics_rollout,harmonic_oscillator,1,100,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,7.067882775105121e-08,0.000516266014471896,0.0003643586472326024,0.0
dynamics_rollout,harmonic_oscillator,1,250,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,1.3714877997635622e-07,0.0005192536889894758,2.5341564180605855e-05,0.0
dynamics_rollout,harmonic_oscillator,1,500,GraphEuler,1.2503128631059823e-09,4.799309468921001e-11,3.0978057970861346e-07,0.0005104218761135835,4.869820179373947e-05,0.0
dynamics_rollout,harmonic_oscillator,1,1,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,3.391460050757514e-10,1.9555286461492424e-05,1.9555286461492424e-05,0.0
dynamics_rollout,harmonic_oscillator,1,10,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,2.253576824462378e-09,0.00016750344112017421,0.00016510973274360717,0.0
dynamics_rollout,harmonic_oscillator,1,25,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,7.276842421384366e-09,0.0004212446178609964,0.0003803951237523653,0.0
dynamics_rollout,harmonic_oscillator,1,50,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,9.494578589622599e-09,0.0005250388480285804,0.00020094231609652042,0.0
dynamics_rollout,harmonic_oscillator,1,100,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,2.1888999905495093e-08,0.0005162978405537508,0.00036438073041807724,0.0
dynamics_rollout,harmonic_oscillator,1,250,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,4.3552178502143395e-08,0.0005192845655048263,2.5340739161917625e-05,0.0
dynamics_rollout,harmonic_oscillator,1,500,SympNoGraph,7.852300457168938e-10,1.0917775294550973e-11,9.795319362045236e-08,0.0005104529857236562,4.870110898734251e-05,0.0
dynamics_rollout,harmonic_oscillator,1,1,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,1.5209792581387254e-08,1.95601125019996e-05,1.95601125019996e-05,0.0
dynamics_rollout,harmonic_oscillator,1,10,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,9.288560382745142e-08,0.00016764981990731627,0.00016520795527002604,0.0
dynamics_rollout,harmonic_oscillator,1,25,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,3.1825157302425714e-07,0.00042154334111887444,0.0003809849679614198,0.0
dynamics_rollout,harmonic_oscillator,1,50,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,5.536270588777394e-07,0.0005257806205673134,0.0002019330909406583,0.0
dynamics_rollout,harmonic_oscillator,1,100,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,1.4479830287001862e-06,0.0005186434501100156,0.00036584658385774657,0.0
dynamics_rollout,harmonic_oscillator,1,250,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,2.8195279789380622e-06,0.0005260067590469256,3.0924041525939396e-05,0.0
dynamics_rollout,harmonic_oscillator,1,500,DenseLinearNext,2.302787602813604e-08,8.2442187137535e-08,6.3676548993281245e-06,0.0005235251944290837,5.714843862766588e-05,0.0
dynamics_rollout,spring_mass_chain,1,1,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,8.063824211836333e-11,2.886017893747744e-05,2.886017893747744e-05,0.0
dynamics_rollout,spring_mass_chain,1,10,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,6.014306945350968e-10,0.0003134969450738029,0.0003051283794760521,0.0
dynamics_rollout,spring_mass_chain,1,25,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,1.2514889478884487e-09,0.0008079360349826365,0.0006330965289159373,0.0
dynamics_rollout,spring_mass_chain,1,50,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,2.1905674675230915e-09,0.0007945837394410274,0.00034325106754440983,0.0
dynamics_rollout,spring_mass_chain,1,100,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,3.909037427823661e-09,0.0007727386231395379,0.0004754103627116187,0.0
dynamics_rollout,spring_mass_chain,1,250,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,9.425619651454112e-09,0.000780408675037223,0.0004040163827971403,0.0
dynamics_rollout,spring_mass_chain,1,500,SG-Ham+Symp,1.3668939946678923e-10,4.836484221536489e-11,1.7294203167548518e-08,0.0009585310565516622,0.00042326710031941614,0.0
dynamics_rollout,spring_mass_chain,1,1,DirectGraphNext,1.9607517926644745e-05,5.910918413847028e-06,5.2511917490089475e-06,2.8103488178995365e-05,2.8103488178995365e-05,0.0
